Individual,Year,Earnings,Group
169,2,33030.04400708393,JL
169,3,33051.85932538061,JL
169,4,33805.98155035303,JL
169,5,34911.35115991527,JL
169,6,25025.556775224235,JL
169,7,26197.219616902046,JL
169,8,26306.88856215035,JL
169,9,26289.02939199215,JL
169,10,27071.655882844094,JL
169,11,28273.477788094413,JL
170,1,31242.782328546095,JL
170,2,32541.096394500964,JL
170,3,33419.80968957389,JL
170,4,33855.507193015284,JL
170,5,34756.09417190178,JL
170,6,26210.325170461994,JL
170,7,27853.062540422554,JL
170,8,28569.644730740238,JL
170,9,28705.39252008904,JL
170,10,29081.97377296672,JL
170,11,30833.769941939787,JL
171,1,30312.687164301224,JL
171,2,31606.72855320045,JL
171,3,32730.51203191704,JL
171,4,33881.606049758106,JL
171,5,35243.610640154955,JL
171,6,26010.427793344108,JL
171,7,27202.936100937695,JL
171,8,27943.808604689923,JL
171,9,28604.214478320057,JL
171,10,29549.82581748871,JL
171,11,30333.434271579485,JL
172,1,27922.50449042214,JL
172,2,29073.146157668492,JL
172,3,30444.759007328477,JL
172,4,31062.870503700266,JL
172,5,31797.935219808744,JL
172,6,22839.13106089698,JL
172,7,24361.5006246021,JL
172,8,24813.839114359085,JL
172,9,26105.690821287706,JL
172,10,27474.93036583843,JL
172,11,28635.467403776052,JL
173,1,29496.971093422584,JL
173,2,31029.242035471576,JL
173,3,32044.5133615222,JL
173,4,33603.11854329403,JL
173,5,34446.385907921096,JL
173,6,25907.31491021864,JL
173,7,26862.341992658807,JL
173,8,28261.79387439467,JL
173,9,29064.376580103894,JL
173,10,30545.518489929345,JL
173,11,31652.203866276424,JL
174,1,29864.717302943136,JL
174,2,31482.794423135052,JL
174,3,32508.90172519153,JL
174,4,34063.600146937126,JL
174,5,34470.30344361873,JL
174,6,24733.93642332367,JL
174,7,26766.270950261413,JL
174,8,28688.059004398714,JL
174,9,29553.61025497182,JL
174,10,29436.938836078443,JL
174,11,30908.715510218022,JL
175,1,29656.404363394366,JL
175,2,30833.279358931657,JL
175,3,31636.890205479307,JL
175,4,33130.45279794539,JL
175,5,34737.48985968164,JL
175,6,25043.331290072638,JL
175,7,25796.72610394734,JL
175,8,26439.166782999284,JL
175,9,27811.88230200202,JL
175,10,28597.98082478859,JL
175,11,30432.448488579194,JL
176,1,30520.92067519976,JL
176,2,31765.45174860695,JL
176,3,33322.70896993117,JL
176,4,34740.059561775444,JL
176,5,35557.72566566092,JL
176,6,26008.0688373269,JL
176,7,27370.441572785705,JL
176,8,28743.99631692588,JL
176,9,30003.381924722155,JL
176,10,30904.603839080646,JL
176,11,31466.915240953942,JL
177,1,29179.630169602955,JL
177,2,29824.953376264577,JL
177,3,31474.740291699567,JL
177,4,32372.85129528569,JL
177,5,33070.700249469104,JL
177,6,23467.361096262706,JL
177,7,24724.099072012326,JL
177,8,25285.09569293733,JL
177,9,25753.25537191916,JL
177,10,27991.663970114714,JL
177,11,29004.1654746891,JL
178,1,31136.18066386281,JL
178,2,32840.333328184875,JL
178,3,33532.45599464769,JL
178,4,34158.12470861899,JL
178,5,34567.3573275892,JL
178,6,25386.263518906995,JL
178,7,26566.0447672248,JL
178,8,27677.25468183689,JL
178,9,29007.105861331413,JL
178,10,30514.668149439993,JL
178,11,31829.379002124435,JL
179,1,28981.609029395506,JL
179,2,29510.166837380304,JL
179,3,29893.366093936205,JL
179,4,31206.64187346615,JL
179,5,31787.387495062507,JL
179,6,23086.891282153243,JL
179,7,23671.079546120112,JL
179,8,24746.290956899356,JL
179,9,25688.61315234045,JL
179,10,27648.217379564332,JL
179,11,27923.43529041885,JL
180,1,31035.261683025354,JL
180,2,32029.930505659333,JL
180,3,33011.36401783004,JL
180,4,33758.44514804447,JL
180,5,33964.112082413245,JL
180,6,24790.01075967825,JL
180,7,25873.01789121168,JL
180,8,26662.988105876422,JL
180,9,28215.0919206853,JL
180,10,29168.28318185177,JL
180,11,30238.092456905182,JL
181,1,29627.85324127806,JL
181,2,30523.790606170627,JL
181,3,32005.032557084563,JL
181,4,33035.21501321506,JL
181,5,32636.95084063785,JL
181,6,23171.0186553361,JL
181,7,24531.992097154343,JL
181,8,24835.386473181054,JL
181,9,26033.93490306334,JL
181,10,26498.775082308173,JL
181,11,27149.800779090612,JL
182,1,31524.12116110782,JL
182,2,32467.106888974813,JL
182,3,34134.3471138853,JL
182,4,34813.47425584702,JL
182,5,35508.831755935236,JL
182,6,27098.31351937592,JL
182,7,28395.98871475034,JL
182,8,29250.462537418538,JL
182,9,30738.315755181568,JL
182,10,31263.85643060311,JL
182,11,32214.377261098423,JL
183,1,30797.26300901561,JL
183,2,32267.995791828896,JL
183,3,33232.14179857882,JL
183,4,33069.79309634949,JL
183,5,34237.01619817617,JL
183,6,25370.274819136546,JL
183,7,26264.38212537063,JL
183,8,26959.174561444757,JL
183,9,26781.768328749567,JL
183,10,27593.29602550152,JL
183,11,28646.003873277765,JL
184,1,30500.912747173374,JL
184,2,31610.35597206537,JL
184,3,32935.320707183055,JL
184,4,34191.55835402469,JL
184,5,35270.05046085317,JL
184,6,26910.89299899583,JL
184,7,26916.692629498255,JL
184,8,28363.78838898926,JL
184,9,29441.09420248514,JL
184,10,31370.47396002351,JL
184,11,32346.198837746626,JL
185,1,32545.083298430734,JL
185,2,32767.294136927463,JL
185,3,34634.13002558733,JL
185,4,35744.04358966902,JL
185,5,36165.35613020064,JL
185,6,26911.019080094156,JL
185,7,28080.930152313696,JL
185,8,29618.062870750422,JL
185,9,29823.411974085288,JL
185,10,30707.625080342383,JL
185,11,32112.15580652466,JL
186,1,30155.582796356364,JL
186,2,31564.715652659743,JL
186,3,32046.20625998245,JL
186,4,32812.40101304221,JL
186,5,34821.85781836862,JL
186,6,25517.74170107433,JL
186,7,26742.648310897657,JL
186,8,27886.464676766427,JL
186,9,29829.615030226407,JL
186,10,30369.305765923345,JL
186,11,31275.947854949736,JL
187,1,29672.472481824432,JL
187,2,30104.805179692165,JL
187,3,30754.786007068833,JL
187,4,31292.540948730217,JL
187,5,32355.013240188382,JL
187,6,23107.49650990818,JL
187,7,24664.323785549324,JL
187,8,25146.10267376232,JL
187,9,26752.691426189078,JL
187,10,28259.86902255172,JL
187,11,28927.325324433474,JL
188,1,30341.264434832603,JL
188,2,30257.29260666467,JL
188,3,31510.572170528125,JL
188,4,32191.524933660974,JL
188,5,32751.347197489238,JL
188,6,23309.48948792409,JL
188,7,24909.020201551873,JL
188,8,25402.199095754524,JL
188,9,27358.301318943995,JL
188,10,28258.633956815782,JL
188,11,28623.301584256427,JL
189,1,29399.13538926025,JL
189,2,30568.88894261321,JL
189,3,30696.3666418978,JL
189,4,31600.445294187488,JL
189,5,32701.199894060162,JL
189,6,23155.04137018869,JL
189,7,24612.469063622757,JL
189,8,27036.719755077833,JL
189,9,27920.015134575046,JL
189,10,29203.00521700466,JL
189,11,29716.198130955305,JL
190,1,30187.793223866356,JL
190,2,30813.845682907442,JL
190,3,31624.604048258137,JL
190,4,33201.64289097581,JL
190,5,33906.39039636458,JL
190,6,24553.88149114923,JL
190,7,26328.79421594064,JL
190,8,26626.181754668105,JL
190,9,27781.001594810015,JL
190,10,29367.44750685646,JL
190,11,30280.0428780007,JL
191,1,30922.781162167794,JL
191,2,31870.700730778415,JL
191,3,32547.521471007596,JL
191,4,33219.36785212279,JL
191,5,34622.54404469317,JL
191,6,25106.23311150163,JL
191,7,25630.12536860863,JL
191,8,27528.47123880915,JL
191,9,28607.4592249316,JL
191,10,29946.174853998356,JL
191,11,31143.887812577326,JL
192,1,30302.141697876665,JL
192,2,31122.002966739405,JL
192,3,31811.954539291615,JL
192,4,33049.268756846155,JL
192,5,34803.48264452004,JL
192,6,25252.404560008126,JL
192,7,26030.4634538122,JL
192,8,26833.283288879793,JL
192,9,28093.151897045354,JL
192,10,28760.57506789139,JL
192,11,30346.5851758817,JL
193,1,28287.339710918262,JL
193,2,29386.207789028736,JL
193,3,30912.976464931886,JL
193,4,32289.593990524838,JL
193,5,33377.68490109143,JL
193,6,23451.073590365173,JL
193,7,25153.877010209573,JL
193,8,27001.95826935327,JL
193,9,27920.242623035956,JL
193,10,29297.28637931206,JL
193,11,30457.24208925328,JL
194,1,30884.540309332453,JL
194,2,30697.97185895606,JL
194,3,31483.919399010876,JL
194,4,33204.49643003323,JL
194,5,33871.077334649926,JL
194,6,25220.04693561024,JL
194,7,25462.53361277143,JL
194,8,24941.18446960132,JL
194,9,25877.947582948014,JL
194,10,26638.779725145087,JL
194,11,28029.37623029013,JL
195,1,29174.323423472684,JL
195,2,29656.679648416826,JL
195,3,30778.37890290942,JL
195,4,32413.33297274018,JL
195,5,33109.344891844936,JL
195,6,23268.218372172218,JL
195,7,23176.004308260945,JL
195,8,23889.237922149423,JL
195,9,24876.622376713545,JL
195,10,26073.034720281885,JL
195,11,26710.54304069291,JL
196,1,30557.651464812934,JL
196,2,31954.720080406594,JL
196,3,33130.12537784945,JL
196,4,34438.30693708033,JL
196,5,35807.391938500026,JL
196,6,26713.400905387345,JL
196,7,27117.40846167488,JL
196,8,27560.418924866033,JL
196,9,28739.532217916043,JL
196,10,30262.453532492287,JL
196,11,31312.76249496389,JL
197,1,29469.725063683272,JL
197,2,30472.64272541281,JL
197,3,31777.397307547275,JL
197,4,32926.56068409576,JL
197,5,35009.257327779545,JL
197,6,25607.650582989707,JL
197,7,26523.29495122263,JL
197,8,27635.208334357856,JL
197,9,28530.68782309635,JL
197,10,29300.387640460645,JL
197,11,30714.912281223133,JL
198,1,29789.708828098628,JL
198,2,30050.168417052697,JL
198,3,30800.85206012357,JL
198,4,32266.372894894153,JL
198,5,32634.300930031313,JL
198,6,23497.831822196444,JL
198,7,23521.735442839574,JL
198,8,23533.430011977955,JL
198,9,24222.73772720545,JL
198,10,25036.29490134016,JL
198,11,26326.238563049228,JL
199,1,31393.016952345282,JL
199,2,31743.362153851966,JL
199,3,33222.985442140394,JL
199,4,33955.2942851591,JL
199,5,35058.85862980579,JL
199,6,25135.679505511984,JL
199,7,27009.499351611837,JL
199,8,27943.00100884311,JL
199,9,29507.844042768178,JL
199,10,30462.04405502189,JL
199,11,31278.548723360942,JL
200,1,30901.00745524738,JL
200,2,31752.702436206822,JL
200,3,32908.38088729222,JL
200,4,33986.96721507161,JL
200,5,34509.134515919075,JL
200,6,26136.564279711158,JL
200,7,27173.942000578212,JL
200,8,28278.88344892245,JL
200,9,28959.13660608361,JL
200,10,30507.521766158618,JL
200,11,31242.72855059303,JL
201,1,30971.365739898873,JL
201,2,31922.68953894591,JL
201,3,32858.60248769923,JL
201,4,33281.67276581252,JL
201,5,34005.698535545016,JL
201,6,25498.232521127844,JL
201,7,26058.883580564332,JL
201,8,27595.16639975922,JL
201,9,28395.5449588835,JL
201,10,30113.713317852846,JL
201,11,31615.73665224504,JL
202,1,32183.291495957852,JL
202,2,33567.69855048277,JL
202,3,34362.16372910297,JL
202,4,35661.659875779245,JL
202,5,36771.06997057546,JL
202,6,27865.2768970375,JL
202,7,29562.718951308132,JL
202,8,30658.60520898461,JL
202,9,31071.010684151886,JL
202,10,32260.810019008648,JL
202,11,33702.20715737639,JL
203,1,31567.750283258454,JL
203,2,32459.574132694976,JL
203,3,33374.46261316894,JL
203,4,34737.693370685374,JL
203,5,36758.515462783864,JL
203,6,27644.121739831946,JL
203,7,28564.55666783451,JL
203,8,30196.25082945202,JL
203,9,30653.83459077817,JL
203,10,31267.465311506596,JL
203,11,32836.015909408045,JL
204,1,29828.8308492883,JL
204,2,30058.807817733963,JL
204,3,31040.541675420194,JL
204,4,31760.481950576857,JL
204,5,32960.74570122051,JL
204,6,24591.139562931436,JL
204,7,26092.966863970687,JL
204,8,27936.692369654706,JL
204,9,28757.313127217443,JL
204,10,30020.59127243476,JL
204,11,30756.73652598765,JL
205,1,30971.425171112696,JL
205,2,32334.770413482503,JL
205,3,32264.044266450994,JL
205,4,33423.30816039242,JL
205,5,34954.91922499562,JL
205,6,26049.21717331615,JL
205,7,27938.025581847556,JL
205,8,29990.738476799044,JL
205,9,31811.3463209115,JL
205,10,32508.73312587414,JL
205,11,33283.522815651006,JL
206,1,32925.02505036898,JL
206,2,33994.764362135604,JL
206,3,34001.016644467476,JL
206,4,34489.25686855824,JL
206,5,35198.694464539316,JL
206,6,24863.010052421458,JL
206,7,25574.08470356938,JL
206,8,26323.865877423923,JL
206,9,27822.077628518156,JL
206,10,29052.621191190097,JL
206,11,29041.88973473143,JL
207,1,30454.3654986837,JL
207,2,32282.992169733436,JL
207,3,33597.862637097176,JL
207,4,34964.75910940416,JL
207,5,36160.79047926944,JL
207,6,27675.244843379285,JL
207,7,29205.31622343175,JL
207,8,31125.523700593974,JL
207,9,31273.629832054085,JL
207,10,31942.827654121444,JL
207,11,32539.292319552995,JL
208,1,30510.9900962275,JL
208,2,31714.865259944185,JL
208,3,32009.946446743492,JL
208,4,32495.707215959315,JL
208,5,34262.13735934952,JL
208,6,24988.471531471117,JL
208,7,26481.339762062078,JL
208,8,26500.179302844484,JL
208,9,27142.864744424794,JL
208,10,28180.61990289173,JL
208,11,28218.012257455273,JL
209,1,29426.614893251604,JL
209,2,30479.069910304745,JL
209,3,31635.177978313695,JL
209,4,32648.83898189041,JL
209,5,34294.55333834366,JL
209,6,25549.0061317099,JL
209,7,26343.855959946566,JL
209,8,27800.271679552287,JL
209,9,28182.928985513314,JL
209,10,28422.001469509643,JL
209,11,30873.814009269816,JL
210,1,29096.20313971647,JL
210,2,30443.059707790355,JL
210,3,31310.990762178557,JL
210,4,32555.886545063746,JL
210,5,34095.05907812155,JL
210,6,25711.364905470946,JL
210,7,26503.87492382252,JL
210,8,28164.357028348368,JL
210,9,28990.123522677604,JL
210,10,29262.388531132146,JL
210,11,29852.570397863463,JL
211,1,31536.679501863902,JL
211,2,33295.569229586385,JL
211,3,34013.80689306036,JL
211,4,33840.90130237376,JL
211,5,35494.90698200338,JL
211,6,26490.197927753547,JL
211,7,27717.944734760607,JL
211,8,28893.817330690243,JL
211,9,29806.145350630464,JL
211,10,30185.11629455225,JL
211,11,31102.497858362567,JL
212,1,29002.22801809482,JL
212,2,29118.99383795554,JL
212,3,30396.59702383232,JL
212,4,30145.995995868117,JL
212,5,30846.62272521717,JL
212,6,21317.82537090589,JL
212,7,21833.70511323458,JL
212,8,22836.048168430807,JL
212,9,22816.378384546017,JL
212,10,23189.44384732023,JL
212,11,23841.184053379908,JL
213,1,31337.275230437484,JL
213,2,32403.942968569667,JL
213,3,33919.83404085427,JL
213,4,34353.57874736456,JL
213,5,34410.02529037105,JL
213,6,25529.340646607478,JL
213,7,26068.353443569522,JL
213,8,26621.54889790276,JL
213,9,27620.856642943858,JL
213,10,28486.701220560615,JL
213,11,30026.86831608972,JL
214,1,32066.96276233643,JL
214,2,32635.348867636338,JL
214,3,33789.68929481429,JL
214,4,34984.90074312147,JL
214,5,35571.482426819064,JL
214,6,26688.35229215882,JL
214,7,28576.034905185243,JL
214,8,29944.319509346922,JL
214,9,31099.519744820926,JL
214,10,32370.515234243754,JL
214,11,32448.597868093973,JL
215,1,31501.040057998638,JL
215,2,31907.513734029788,JL
215,3,32787.286906544105,JL
215,4,33276.634686403704,JL
215,5,33840.18404006849,JL
215,6,24574.786768392583,JL
215,7,24980.033769020753,JL
215,8,26256.84348293542,JL
215,9,26427.692473885054,JL
215,10,28134.286545728308,JL
215,11,29793.913532899987,JL
216,1,29888.580044469134,JL
216,2,31102.29565290207,JL
216,3,31446.069788137,JL
216,4,32830.884920070675,JL
216,5,34907.37654570848,JL
216,6,25165.961077816242,JL
216,7,25944.500286572693,JL
216,8,27256.616969324386,JL
216,9,28869.36322597799,JL
216,10,29751.18884101079,JL
216,11,31012.8930537087,JL
217,1,31985.419621497294,JL
217,2,34063.980034588334,JL
217,3,34009.42332974335,JL
217,4,35132.07798748954,JL
217,5,36838.77093140178,JL
217,6,27486.609093343544,JL
217,7,27489.66575121778,JL
217,8,28824.659947526543,JL
217,9,29848.365390420455,JL
217,10,30619.63792872205,JL
217,11,31823.120777984917,JL
218,1,29791.59767114582,JL
218,2,31299.38322782576,JL
218,3,32891.02175243531,JL
218,4,34065.856824529124,JL
218,5,35204.85103405725,JL
218,6,26128.30872194023,JL
218,7,26845.836352575057,JL
218,8,28496.621102170575,JL
218,9,29147.880199085233,JL
218,10,29863.91819046319,JL
218,11,30605.065752083377,JL
219,1,30229.788867908366,JL
219,2,31145.19869390216,JL
219,3,32123.12010360767,JL
219,4,33606.50618092566,JL
219,5,34508.714365351014,JL
219,6,26145.48155574604,JL
219,7,26390.854880239476,JL
219,8,26823.180597444192,JL
219,9,27688.90831815173,JL
219,10,28148.789643618988,JL
219,11,28951.99268068409,JL
220,1,29475.28930523424,JL
220,2,30262.034639201553,JL
220,3,31540.611952135972,JL
220,4,31970.108154063022,JL
220,5,32414.233877908693,JL
220,6,23555.770945252858,JL
220,7,24403.128735455433,JL
220,8,25840.514733601136,JL
220,9,26577.429182185642,JL
220,10,27049.05246355689,JL
220,11,28513.41112341409,JL
221,1,29715.9842069852,JL
221,2,31193.838977023363,JL
221,3,32690.250269401302,JL
221,4,33688.55503215417,JL
221,5,34904.25108967458,JL
221,6,26108.039115586762,JL
221,7,27102.56499942252,JL
221,8,28555.379996186646,JL
221,9,29539.45863358181,JL
221,10,30733.328942215623,JL
221,11,32288.040778350183,JL
222,1,29651.349976005135,JL
222,2,31045.595674191864,JL
222,3,33075.85305166601,JL
222,4,34625.05968350144,JL
222,5,35708.13536126952,JL
222,6,26737.707125590117,JL
222,7,27973.152205110207,JL
222,8,28742.327178870975,JL
222,9,30007.84962610219,JL
222,10,31586.15120131048,JL
222,11,32404.746863638346,JL
223,1,30812.564659735872,JL
223,2,31476.146328768897,JL
223,3,32466.597074138586,JL
223,4,33424.296997736084,JL
223,5,35020.06782823541,JL
223,6,25567.232883249195,JL
223,7,26164.990420804785,JL
223,8,28259.146662827632,JL
223,9,28865.976157949095,JL
223,10,29883.365028231514,JL
223,11,30811.524294528303,JL
224,1,30665.861053498495,JL
224,2,31045.873496405784,JL
224,3,32948.07131574468,JL
224,4,33781.839508633595,JL
224,5,34423.92943665542,JL
224,6,25379.43674141483,JL
224,7,26593.585522108962,JL
224,8,27445.103110904318,JL
224,9,28583.453594949973,JL
224,10,30643.191282706004,JL
224,11,30939.32244057668,JL
225,1,30189.72631827416,JL
225,2,31920.107002282766,JL
225,3,32706.623308817976,JL
225,4,33674.78499276409,JL
225,5,34764.1960676357,JL
225,6,25187.68702584671,JL
225,7,25850.16252387875,JL
225,8,27047.748146261125,JL
225,9,28237.127725878774,JL
225,10,29327.11581777838,JL
225,11,30463.908505994725,JL
226,1,29752.62730606743,JL
226,2,30745.05289481918,JL
226,3,31525.6585119794,JL
226,4,32690.47952862346,JL
226,5,33426.38500559151,JL
226,6,23917.446630797367,JL
226,7,24236.245622129965,JL
226,8,25528.846301944606,JL
226,9,26254.73220123672,JL
226,10,25884.39480714852,JL
226,11,27748.48977640484,JL
227,1,28729.76678215311,JL
227,2,28816.386011384075,JL
227,3,29606.674867942143,JL
227,4,30856.846409825954,JL
227,5,31495.395949144415,JL
227,6,22785.881407545032,JL
227,7,23854.14281414722,JL
227,8,25289.2344680598,JL
227,9,25753.307131238507,JL
227,10,25304.477044223066,JL
227,11,26155.453844135896,JL
228,1,29580.2686374025,JL
228,2,31311.12180607304,JL
228,3,32286.3516851954,JL
228,4,33383.86863506782,JL
228,5,33905.867067934705,JL
228,6,25363.09525459832,JL
228,7,26753.574767239497,JL
228,8,27970.703749268356,JL
228,9,28734.93071221677,JL
228,10,29709.413196801353,JL
228,11,30303.79380621337,JL
229,1,29654.30569162661,JL
229,2,31390.283755368735,JL
229,3,32135.487208121674,JL
229,4,32691.382690656836,JL
229,5,34104.73402845828,JL
229,6,25140.240549806298,JL
229,7,25662.80346992575,JL
229,8,25778.7459887397,JL
229,9,26928.302913887852,JL
229,10,27991.849958590097,JL
229,11,28713.513844987403,JL
230,1,30435.40941016378,JL
230,2,30694.834845427573,JL
230,3,32599.628843612394,JL
230,4,33681.535534582596,JL
230,5,34613.008010625505,JL
230,6,24898.942224437335,JL
230,7,26023.845608639363,JL
230,8,26299.47900172978,JL
230,9,27018.739613485548,JL
230,10,28375.825847181874,JL
230,11,29642.951800886283,JL
231,1,31255.031334482315,JL
231,2,32991.70478584255,JL
231,3,33849.253169044925,JL
231,4,34391.215916183755,JL
231,5,35430.87630775299,JL
231,6,27120.00320972659,JL
231,7,28338.49450399045,JL
231,8,29604.166853890187,JL
231,9,31193.55590646647,JL
231,10,31109.50631422936,JL
231,11,31976.979511317328,JL
232,1,30653.586701817458,JL
232,2,31859.285126327213,JL
232,3,32604.96352114277,JL
232,4,33589.15315319186,JL
232,5,34967.373394374874,JL
232,6,26166.676809504752,JL
232,7,27346.904482960563,JL
232,8,27629.406044198287,JL
232,9,28635.92217319505,JL
232,10,29360.579673310724,JL
232,11,31244.43567689894,JL
233,1,29349.983730970598,JL
233,2,30481.682449148142,JL
233,3,31386.253640206713,JL
233,4,32235.7541572931,JL
233,5,33511.43549775247,JL
233,6,24336.292542687446,JL
233,7,25751.109268047465,JL
233,8,27643.42020633955,JL
233,9,29305.501824157185,JL
233,10,29468.940009200243,JL
233,11,30300.166319594773,JL
234,1,30116.20928108403,JL
234,2,31448.690444859516,JL
234,3,32963.277764859806,JL
234,4,34022.9386224633,JL
234,5,35249.79313001979,JL
234,6,25727.57662169178,JL
234,7,27279.176103816957,JL
234,8,27829.071197506863,JL
234,9,28579.66716758816,JL
234,10,30090.077144824252,JL
234,11,30963.14264218107,JL
235,1,30039.077958449234,JL
235,2,32010.59247116762,JL
235,3,32768.456745665666,JL
235,4,34241.929046315425,JL
235,5,35453.315205320476,JL
235,6,26378.441945592604,JL
235,7,26249.707334619045,JL
235,8,27215.61789159051,JL
235,9,27990.75186291416,JL
235,10,29242.186235205598,JL
235,11,29922.540096524797,JL
236,1,29902.165279566772,JL
236,2,31528.012126772963,JL
236,3,32356.277205289767,JL
236,4,33689.65774370879,JL
236,5,34238.80005350877,JL
236,6,24866.835421668166,JL
236,7,26538.21265893809,JL
236,8,28213.807721648587,JL
236,9,29087.185255094806,JL
236,10,29613.15502555761,JL
236,11,30559.759906844814,JL
237,1,29968.11955633854,JL
237,2,30871.626915354827,JL
237,3,31680.77508535778,JL
237,4,31963.155874865286,JL
237,5,32963.38815793948,JL
237,6,24149.755503250282,JL
237,7,25401.2926228165,JL
237,8,26601.920391582044,JL
237,9,28114.671142160874,JL
237,10,29135.248706276896,JL
237,11,29799.854208355264,JL
238,1,31463.467666986675,JL
238,2,32020.75323998896,JL
238,3,33653.819068619225,JL
238,4,34441.73847404429,JL
238,5,35444.50597570303,JL
238,6,26061.12878124337,JL
238,7,26754.017986833514,JL
238,8,27460.308561854054,JL
238,9,28558.009078823026,JL
238,10,29361.96502875592,JL
238,11,29967.329452145193,JL
239,1,30058.416896768056,JL
239,2,30806.132966241646,JL
239,3,32065.457054180126,JL
239,4,32889.78763792091,JL
239,5,34741.35392472519,JL
239,6,25858.82875388985,JL
239,7,26938.720723682804,JL
239,8,27826.947256939166,JL
239,9,27557.958742662468,JL
239,10,28350.237800797873,JL
239,11,28547.63322777565,JL
240,1,30173.028341236422,JL
240,2,31004.022095177083,JL
240,3,32727.206916764877,JL
240,4,33639.79681996775,JL
240,5,34516.17052446293,JL
240,6,25641.854861483836,JL
240,7,26554.77230080979,JL
240,8,27590.589324779736,JL
240,9,28828.999994437665,JL
240,10,29518.238553249714,JL
240,11,29864.759028676955,JL
241,1,30763.923414337576,JL
241,2,31974.039986322627,JL
241,3,33155.878023950536,JL
241,4,35184.51687704772,JL
241,5,36001.74669469991,JL
241,6,27649.29355781142,JL
241,7,28083.44598834633,JL
241,8,29329.151172809,JL
241,9,29702.24265891057,JL
241,10,29878.495900831975,JL
241,11,31637.311303223185,JL
242,1,29619.25480023083,JL
242,2,29182.601283285232,JL
242,3,29901.24415824532,JL
242,4,30854.788425900544,JL
242,5,32392.873597946767,JL
242,6,23386.817154816425,JL
242,7,24597.037644601733,JL
242,8,25515.691543798774,JL
242,9,26614.94772403984,JL
242,10,27845.276902286067,JL
242,11,29167.991434395746,JL
243,1,31021.030532864675,JL
243,2,32191.270614017612,JL
243,3,32661.36432134919,JL
243,4,33550.65960294544,JL
243,5,33907.51443881024,JL
243,6,24625.780343787254,JL
243,7,26200.729197878394,JL
243,8,28074.805947562745,JL
243,9,28875.158588314218,JL
243,10,29903.32667831364,JL
243,11,30723.36862472285,JL
244,1,30657.47278863452,JL
244,2,32251.63283439099,JL
244,3,33359.96070025125,JL
244,4,34932.963152892335,JL
244,5,36228.98269233472,JL
244,6,26939.415217284863,JL
244,7,28502.079120022114,JL
244,8,29445.738042287452,JL
244,9,29751.008207809453,JL
244,10,30187.927688497974,JL
244,11,30948.68486447583,JL
245,1,31051.80690375772,JL
245,2,32808.91778376292,JL
245,3,33060.73538126761,JL
245,4,33635.11084441399,JL
245,5,35131.79334125837,JL
245,6,26397.866952895638,JL
245,7,27953.9645749721,JL
245,8,28414.434301966347,JL
245,9,29453.91222757554,JL
245,10,30706.90632123053,JL
245,11,31897.135236695012,JL
246,1,28804.78296731529,JL
246,2,29559.827301933343,JL
246,3,30696.2239070674,JL
246,4,31623.34422021229,JL
246,5,33040.44311361783,JL
246,6,23951.17157936089,JL
246,7,25353.4481676327,JL
246,8,26251.016464868604,JL
246,9,28137.393681314265,JL
246,10,29146.605744544482,JL
246,11,29992.28815614677,JL
247,1,30857.093108940702,JL
247,2,31343.408584705907,JL
247,3,31801.581745642103,JL
247,4,33172.729241926274,JL
247,5,34118.1855279985,JL
247,6,25681.25172152279,JL
247,7,25395.807205607012,JL
247,8,26826.608187384336,JL
247,9,27512.460270516192,JL
247,10,28322.598431978182,JL
247,11,29071.97468279176,JL
248,1,29573.799730426075,JL
248,2,30598.742212364734,JL
248,3,32203.63556871756,JL
248,4,32943.31428959745,JL
248,5,33980.337444815814,JL
248,6,25411.388766208805,JL
248,7,26665.41922171001,JL
248,8,27423.228907459088,JL
248,9,28466.892663422073,JL
248,10,29215.053852976303,JL
248,11,29896.19162503658,JL
249,1,30699.142875234447,JL
249,2,31083.994127451373,JL
249,3,32213.06179536911,JL
249,4,33063.560925734426,JL
249,5,33426.42558472697,JL
249,6,24105.181586710292,JL
249,7,25306.47688497548,JL
249,8,25790.47688806572,JL
249,9,26845.36011066605,JL
249,10,27350.07505798654,JL
249,11,29147.971584094397,JL
250,1,28216.051521222078,JL
250,2,29318.41052530452,JL
250,3,31546.313366857292,JL
250,4,31836.822673989853,JL
250,5,33265.4029195385,JL
250,6,24024.549768085435,JL
250,7,24646.450136812968,JL
250,8,25209.64025291809,JL
250,9,26060.616512412802,JL
250,10,26687.361118620214,JL
250,11,28507.44288156445,JL
251,1,29752.848560916485,JL
251,2,30403.9455723717,JL
251,3,31424.906624999847,JL
251,4,32748.84239320042,JL
251,5,33945.26701370581,JL
251,6,25080.714131681525,JL
251,7,25497.772994905496,JL
251,8,26227.088968700395,JL
251,9,27555.467816390235,JL
251,10,28829.708031629903,JL
251,11,30017.418875690117,JL
252,1,30287.75481180092,JL
252,2,31490.223664578974,JL
252,3,33543.66684465954,JL
252,4,34554.31004387153,JL
252,5,35184.857443402034,JL
252,6,26274.433345957343,JL
252,7,28003.16141216791,JL
252,8,29944.323189990264,JL
252,9,31479.96415466709,JL
252,10,32400.303949218014,JL
252,11,33610.76416950182,JL
253,1,29016.782094735885,JL
253,2,29717.06798053175,JL
253,3,30898.430457967243,JL
253,4,31854.13580473662,JL
253,5,32148.615732886177,JL
253,6,23034.508166751308,JL
253,7,24861.28486173265,JL
253,8,25715.41657843001,JL
253,9,26583.173299895807,JL
